"","ID","neg","pos","sentiment"
"910","969",0,1,1
"911","97",0,1,1
"912","970",1,3,2
"913","971",0,7,7
"914","972",0,6,6
"915","973",1,0,-1
"916","974",1,3,2
"917","975",1,2,1
"918","976",1,0,-1
"919","978",1,0,-1
"920","979",0,0,0
"921","980",1,0,-1
"922","981",0,5,5
"923","982",0,2,2
"924","983",0,0,0
"925","984",0,1,1
"926","985",0,1,1
"927","986",0,3,3
"928","987",2,2,0
"929","988",0,2,2
"930","989",1,2,1
"931","990",1,2,1
"932","991",0,1,1
"933","992",1,2,1
"934","993",2,2,0
"935","994",0,8,8
"936","995",0,1,1
"937","996",0,1,1
"938","997",0,0,0
"939","998",0,0,0
