"","term3","Freq"
"1990","restaurantstayed",2
"1995","return",2
"1997","returning",2
"2021","rude",2
"2023","run",2
"2024","running",2
"2040","sang",2
"2049","saw",2
"2058","screaming",2
"2066","section",2
"2071","seen",2
"2081","seperate",2
"2094","servicesstayed",2
"2098","set",2
"2110","sheet",2
"2111","sheets",2
"2112","shelves",2
"2113","shes",2
"2115","shine",2
"2125","shoppers",2
"2134","show",2
"2139","shuttle",2
"2146","signage",2
"2153","singaporean",2
"2158","sink",2
"2161","sit",2
"2168","sized",2
"2170","sizes",2
"2177","slept",2
"2179","slipper",2
"2194","smart",2
"2195","smartphone",2
"2199","smells",2
"2208","smooth",2
"2213","soap",2
"2219","solve",2
"2229","song",2
"2244","sparkling",2
"2255","spend",2
"2261","spotless",2
"2265","spray",2
"2289","standards",2
"2295","stars",2
"2298","state",2
"2303","stationsstayed",2
"2307","staying",2
"2309","staystayed",2
"2327","stores",2
"2336","streetstayed",2
"2339","strongly",2
"2341","struggled",2
"2358","suitable",2
"2361","sumptuous",2
"2368","supermarket",2
"2369","supply",2
"2377","surprised",2
"2380","surrounded",2
"2389","tables",2
"2395","talk",2
"2398","tap",2
"2400","tariff",2
"2404","tasty",2
"2416","tell",2
"2423","terms",2
"2429","thank",2
"2441","therestayed",2
"2449","thingstayed",2
"2451","third",2
"2457","thoughtful",2
"2463","thumbs",2
"2473","timings",2
"2486","toilets",2
"2487","toiletthe",2
"2494","tool",2
"2495","toostayed",2
"2501","totally",2
"2502","touch",2
"2506","tourists",2
"2510","towels",2
"2511","tower",2
"2518","trained",2
"2526","transportationstayed",2
"2531","trash",2
"2538","travelled",2
"2541","travelling",2
"2549","trolley",2
"2558","tumbler",2
"2567","typical",2
"2590","unlimited",2
"2612","useful",2
"2622","valuables",2
"2626","variation",2
"2628","varied",2
"2636","vents",2
"2650","visiting",2
"2652","visitstayed",2
"2657","wad",2
"2664","walkable",2
"2671","walls",2
"2674","wanted",2
"2676","wardrobe",2
"2681","washer",2
"2682","washroom",2
"2696","website",2
"2697","week",2
"2713","wet",2
"2715","wheel",2
"2726","wide",2
"2731","willing",2
"2732","window",2
"2733","windows",2
"2735","wine",2
"2736","wiped",2
"2743","woman",2
"2745","wood",2
"2761","yelling",2
"8","abundance",1
"11","accessabilitystayed",1
"15","accessories",1
"17","accommodating",1
"18","accommodatingstaff",1
"20","accommodations",1
"22","accomodatingstayed",1
"24","accordance",1
"26","accorr",1
"28","acknowledged",1
"30","activities",1
"39","adjoining",1
"40","adjustable",1
"41","adjusting",1
"42","adult",1
"43","adults",1
"46","advertising",1
"47","affect",1
"49","affordablewould",1
"54","ages",1
"55","aggressive",1
"56","ago",1
"57","agree",1
"58","agreed",1
"62","aircond",1
"65","albert",1
"69","allows",1
"73","alot",1
"76","altho",1
"78","altough",1
"82","amazingstayed",1
"83","amazingvery",1
"86","amenitiesshower",1
"87","amenity",1
"91","ample",1
"95","annoyance",1
"96","annoying",1
"98","answer",1
"99","answered",1
"105","anywhereif",1
"106","anywherestayed",1
"107","app",1
"110","applicablestayed",1
"111","appointed",1
"117","ard",1
"122","argued",1
"123","armsyou",1
"125","aroundstayed",1
"126","arranged",1
"128","arrangementsstayed",1
"129","arrival",1
"132","art",1
"133","artheritic",1
"134","artsy",1
"140","aspects",1
"142","assume",1
"145","ation",1
"146","atleast",1
"147","atm",1
"151","attraction",1
"154","attractive",1
"156","aunties",1
"157","australia",1
"158","auto",1
"159","automatically",1
"160","availability",1
"161","availabilitystayed",1
"163","availablestayed",1
"164","availablethe",1
"166","averagestayed",1
"167","avery",1
"169","awake",1
"170","awaked",1
"171","aware",1
"172","awareness",1
"176","awful",1
"177","awhile",1
"178","awkwardly",1
"180","baby",1
"182","backache",1
"183","backstayed",1
"184","backwards",1
"189","baggagesstayed",1
"191","bagsneed",1
"192","bagsno",1
"194","band",1
"195","banging",1
"199","barley",1
"202","based",1
"204","basin",1
"206","bathrm",1
"207","bathrobesno",1
"209","bathrooma",1
"210","bathroomno",1
